id_transacao,data_hora,id_estabelecimento,bandeira_cartao,modalidade,valor,status,id_cliente,sexo,faixa_etaria,renda_estimada,nome_fantasia,categoria,cidade,estado,mes_transacao,valor_acumulado_cliente,valor_acumulado_estabelecimento
trx_2572,2024-02-08 10:00:00,estab_43,Visa,débito,94.23,aprovada,cli_448,Masculino,36-45,10k+,Silva S/A,mercado,Cavalcanti dos Dourados,MS,2,7460.7699999999995,45405.6
trx_2573,2024-05-01 11:00:00,estab_3,Elo,crédito,651.68,aprovada,cli_17,Feminino,36-45,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,5,5551.92,36048.13
trx_2574,2024-11-27 13:00:00,estab_12,Elo,crédito,1437.49,aprovada,cli_346,Masculino,46-60,10k+,da Rosa,eletrodomésticos,das Neves,MS,11,2015.77,40571.89
trx_2575,2024-05-06 22:00:00,estab_3,Visa,crédito,1336.82,aprovada,cli_367,Feminino,26-35,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,5,5190.639999999999,37384.95
trx_2576,2024-02-21 06:00:00,estab_6,Elo,débito,1491.04,aprovada,cli_254,Masculino,36-45,10k+,Duarte,farmácia,Alves,AL,2,5453.02,37199.13
trx_2577,2024-11-14 15:00:00,estab_45,Visa,débito,628.16,aprovada,cli_167,Masculino,60+,<2k,da Luz,restaurante,Vieira das Flores,PA,11,3759.88,37437.18
trx_2578,2024-07-24 13:00:00,estab_8,Elo,crédito,74.62,aprovada,cli_421,Masculino,18-25,<2k,Dias - ME,farmácia,da Rocha do Amparo,PB,7,5858.71,39808.01
trx_2579,2024-06-13 04:00:00,estab_22,Mastercard,crédito,462.4,aprovada,cli_428,Masculino,36-45,5k-10k,Macedo da Cunha - EI,vestuário,Moraes,RR,6,4751.87,45544.16
trx_2580,2024-09-27 03:00:00,estab_32,Elo,crédito,1015.28,aprovada,cli_16,Feminino,46-60,<2k,Monteiro Novais - EI,vestuário,Rios,BA,9,7853.86,29224.09
trx_2581,2024-01-09 11:00:00,estab_32,Elo,crédito,207.07,aprovada,cli_473,Masculino,36-45,5k-10k,Monteiro Novais - EI,vestuário,Rios,BA,1,1212.1,29431.16
trx_2582,2024-01-07 16:00:00,estab_19,Elo,débito,453.46,aprovada,cli_396,Feminino,36-45,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,1,4781.3099999999995,40207.96
trx_2583,2024-06-05 04:00:00,estab_3,Visa,crédito,88.97,aprovada,cli_9,Feminino,60+,10k+,Fogaça,eletrodomésticos,Azevedo do Norte,RO,6,5515.99,37473.92
trx_2584,2024-10-06 22:00:00,estab_0,Visa,débito,715.08,aprovada,cli_229,Feminino,46-60,5k-10k,da Cunha Santos Ltda.,vestuário,Vargas,TO,10,5902.57,41104.52
trx_2585,2024-04-17 13:00:00,estab_41,Mastercard,débito,317.34,aprovada,cli_473,Masculino,36-45,5k-10k,Nascimento - ME,restaurante,Dias,SP,4,1529.44,32118.62
trx_2586,2024-02-15 13:00:00,estab_33,Mastercard,débito,141.42,aprovada,cli_30,Feminino,26-35,10k+,Barros,restaurante,Rocha,GO,2,5476.849999999999,36477.51
trx_2587,2024-07-06 12:00:00,estab_26,Hipercard,débito,619.77,aprovada,cli_214,Masculino,46-60,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,7,4457.360000000001,43933.47
trx_2588,2024-08-25 22:00:00,estab_20,Mastercard,débito,530.08,aprovada,cli_305,Feminino,18-25,2k-5k,Lima da Cunha S/A,mercado,da Cruz,RS,8,1103.98,43124.16
trx_2589,2024-04-29 19:00:00,estab_23,Visa,débito,808.59,aprovada,cli_378,Masculino,36-45,2k-5k,Souza,restaurante,da Cruz,AM,4,3166.4100000000003,31758.29
trx_2590,2024-05-12 23:00:00,estab_14,Mastercard,crédito,1124.81,aprovada,cli_339,Masculino,36-45,<2k,Moreira,vestuário,Aparecida,AL,5,2510.96,52723.17
trx_2591,2024-03-17 13:00:00,estab_34,Mastercard,crédito,173.29,aprovada,cli_150,Feminino,46-60,10k+,Cavalcante,farmácia,Azevedo,MS,3,3330.48,33696.46
trx_2592,2024-01-29 17:00:00,estab_24,Elo,crédito,1187.73,aprovada,cli_44,Masculino,60+,2k-5k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,1,3571.8,29209.21
trx_2593,2024-06-05 15:00:00,estab_8,Mastercard,crédito,44.3,aprovada,cli_474,Feminino,18-25,5k-10k,Dias - ME,farmácia,da Rocha do Amparo,PB,6,6250.42,39852.31
trx_2594,2024-03-28 15:00:00,estab_16,Hipercard,débito,667.44,aprovada,cli_206,Masculino,36-45,5k-10k,Sales - EI,vestuário,Mendonça das Pedras,SE,3,2345.73,45301.93
trx_2595,2024-01-16 05:00:00,estab_20,Elo,crédito,883.21,aprovada,cli_421,Masculino,18-25,<2k,Lima da Cunha S/A,mercado,da Cruz,RS,1,6741.92,44007.37
trx_2596,2024-12-03 04:00:00,estab_12,Visa,débito,1435.71,aprovada,cli_138,Masculino,46-60,5k-10k,da Rosa,eletrodomésticos,das Neves,MS,12,6292.610000000001,42007.6
trx_2597,2024-06-22 20:00:00,estab_2,Hipercard,crédito,863.01,aprovada,cli_391,Masculino,60+,5k-10k,Silva,farmácia,Brito,RO,6,2420.9799999999996,36063.35
trx_2598,2024-09-08 09:00:00,estab_3,Visa,crédito,242.33,aprovada,cli_333,Masculino,26-35,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,9,4337.9800000000005,37716.25
trx_2599,2024-04-09 02:00:00,estab_3,Hipercard,débito,778.72,aprovada,cli_383,Feminino,26-35,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,4,4434.14,38494.97
trx_2600,2024-02-20 05:00:00,estab_42,Elo,débito,596.7,aprovada,cli_268,Masculino,46-60,2k-5k,Vieira,vestuário,Araújo do Sul,BA,2,4451.05,25545.39
trx_2601,2024-07-26 20:00:00,estab_27,Hipercard,crédito,721.64,aprovada,cli_213,Masculino,46-60,5k-10k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,7,7560.19,44938.19
trx_2602,2024-08-24 05:00:00,estab_6,Hipercard,crédito,299.66,aprovada,cli_161,Masculino,46-60,2k-5k,Duarte,farmácia,Alves,AL,8,2621.23,37498.79
trx_2603,2024-04-23 23:00:00,estab_25,Mastercard,débito,753.74,aprovada,cli_448,Masculino,36-45,10k+,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,4,8214.51,35477.99
trx_2604,2024-12-19 18:00:00,estab_10,Visa,débito,229.31,aprovada,cli_356,Feminino,60+,5k-10k,da Luz,vestuário,Teixeira,TO,12,4810.55,31300.49
trx_2605,2024-02-09 20:00:00,estab_23,Elo,débito,1117.34,aprovada,cli_479,Feminino,18-25,<2k,Souza,restaurante,da Cruz,AM,2,6431.28,32875.63
trx_2606,2024-10-02 23:00:00,estab_42,Hipercard,débito,892.89,aprovada,cli_202,Feminino,26-35,<2k,Vieira,vestuário,Araújo do Sul,BA,10,2633.47,26438.28
trx_2607,2024-03-02 10:00:00,estab_9,Visa,débito,122.4,aprovada,cli_9,Feminino,60+,10k+,Machado,eletrodomésticos,da Costa,PA,3,5638.39,43650.479999999996
trx_2608,2024-07-04 20:00:00,estab_36,Visa,débito,1334.97,aprovada,cli_349,Masculino,26-35,10k+,Fernandes,farmácia,Pires de Sampaio,BA,7,3748.11,35322.59
trx_2609,2024-10-18 18:00:00,estab_12,Mastercard,débito,926.49,aprovada,cli_75,Masculino,26-35,<2k,da Rosa,eletrodomésticos,das Neves,MS,10,4502.15,42934.090000000004
trx_2610,2024-09-23 12:00:00,estab_43,Visa,débito,477.58,aprovada,cli_233,Feminino,18-25,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,9,4440.95,45883.18
trx_2611,2024-04-27 20:00:00,estab_41,Elo,débito,73.24,aprovada,cli_232,Feminino,18-25,2k-5k,Nascimento - ME,restaurante,Dias,SP,4,3003.87,32191.86
trx_2612,2024-04-28 18:00:00,estab_38,Mastercard,débito,950.18,aprovada,cli_225,Masculino,60+,10k+,Oliveira,restaurante,Cunha,RJ,4,5213.09,45452.9
trx_2613,2024-05-03 12:00:00,estab_18,Hipercard,crédito,563.29,aprovada,cli_374,Feminino,18-25,2k-5k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,5,5652.25,37846.47
trx_2614,2024-07-10 10:00:00,estab_18,Elo,débito,1361.89,aprovada,cli_216,Feminino,36-45,10k+,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,7,2836.98,39208.36
trx_2615,2024-10-03 20:00:00,estab_11,Elo,débito,57.14,aprovada,cli_291,Masculino,60+,<2k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,10,4729.12,28042.98
trx_2616,2024-04-28 18:00:00,estab_21,Elo,crédito,63.46,aprovada,cli_3,Masculino,46-60,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,4,2091.83,39278.39
trx_2617,2024-01-07 21:00:00,estab_46,Mastercard,débito,1424.2,aprovada,cli_377,Masculino,26-35,2k-5k,Caldeira,mercado,Pimenta dos Dourados,BA,1,7761.49,34534.86
trx_2618,2024-02-08 07:00:00,estab_36,Visa,crédito,1447.49,aprovada,cli_148,Feminino,18-25,2k-5k,Fernandes,farmácia,Pires de Sampaio,BA,2,10441.3,36770.08
trx_2619,2024-12-12 01:00:00,estab_29,Elo,débito,46.47,aprovada,cli_380,Feminino,60+,10k+,Pastor,vestuário,Melo de Gomes,PB,12,1251.31,37277.59
trx_2620,2024-05-26 00:00:00,estab_45,Visa,crédito,1075.47,aprovada,cli_188,Feminino,26-35,5k-10k,da Luz,restaurante,Vieira das Flores,PA,5,5472.110000000001,38512.65
trx_2621,2024-02-11 07:00:00,estab_11,Visa,débito,336.13,aprovada,cli_93,Feminino,36-45,5k-10k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,2,6510.48,28379.11
trx_2622,2024-09-08 23:00:00,estab_28,Elo,crédito,1053.58,aprovada,cli_37,Masculino,26-35,10k+,Lopes da Luz e Filhos,vestuário,Pacheco,AL,9,6082.15,33308.23
trx_2623,2024-06-08 23:00:00,estab_20,Visa,crédito,1303.76,estornada,cli_75,Masculino,26-35,<2k,Lima da Cunha S/A,mercado,da Cruz,RS,6,5805.91,45311.13
trx_2624,2024-02-22 10:00:00,estab_10,Mastercard,débito,155.74,recusada,cli_294,Feminino,60+,10k+,da Luz,vestuário,Teixeira,TO,2,2828.75,31456.23
trx_2625,2024-11-13 01:00:00,estab_36,Mastercard,débito,361.96,aprovada,cli_88,Masculino,46-60,10k+,Fernandes,farmácia,Pires de Sampaio,BA,11,5111.04,37132.04
trx_2626,2024-12-28 18:00:00,estab_47,Hipercard,crédito,41.0,aprovada,cli_309,Masculino,36-45,5k-10k,Pinto,eletrodomésticos,Alves,TO,12,5725.139999999999,32793.45
trx_2627,2024-07-19 04:00:00,estab_17,Visa,crédito,70.53,aprovada,cli_317,Masculino,18-25,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,7,2991.54,43928.36
trx_2628,2024-01-03 19:00:00,estab_43,Visa,crédito,49.28,aprovada,cli_274,Masculino,26-35,<2k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,1,9311.15,45932.46
trx_2629,2024-08-23 20:00:00,estab_26,Hipercard,débito,1202.02,aprovada,cli_1,Masculino,26-35,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,8,9400.26,45135.49
trx_2630,2024-07-05 14:00:00,estab_36,Mastercard,crédito,450.95,aprovada,cli_149,Masculino,18-25,<2k,Fernandes,farmácia,Pires de Sampaio,BA,7,2763.98,37582.99
trx_2631,2024-12-08 02:00:00,estab_47,Hipercard,crédito,742.35,aprovada,cli_93,Feminino,36-45,5k-10k,Pinto,eletrodomésticos,Alves,TO,12,7252.83,33535.8
trx_2632,2024-05-26 17:00:00,estab_11,Hipercard,crédito,1182.83,aprovada,cli_312,Masculino,18-25,<2k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,5,2740.54,29561.940000000002
trx_2633,2024-01-24 20:00:00,estab_22,Hipercard,crédito,744.94,aprovada,cli_498,Feminino,18-25,2k-5k,Macedo da Cunha - EI,vestuário,Moraes,RR,1,5776.610000000001,46289.1
trx_2634,2024-10-22 02:00:00,estab_33,Visa,débito,646.65,aprovada,cli_99,Masculino,26-35,<2k,Barros,restaurante,Rocha,GO,10,792.39,37124.159999999996
trx_2635,2024-11-22 08:00:00,estab_37,Visa,débito,22.3,aprovada,cli_258,Feminino,26-35,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,11,4245.17,34476.479999999996
trx_2636,2024-08-12 19:00:00,estab_22,Visa,crédito,854.22,recusada,cli_278,Masculino,46-60,2k-5k,Macedo da Cunha - EI,vestuário,Moraes,RR,8,5428.4400000000005,47143.32
trx_2637,2024-04-04 02:00:00,estab_24,Visa,débito,191.49,aprovada,cli_3,Masculino,46-60,<2k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,4,2283.32,29400.7
trx_2638,2024-09-08 15:00:00,estab_3,Elo,débito,1148.15,aprovada,cli_411,Masculino,36-45,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,9,4331.61,39643.12
trx_2639,2024-01-28 02:00:00,estab_29,Hipercard,crédito,390.32,aprovada,cli_77,Masculino,60+,5k-10k,Pastor,vestuário,Melo de Gomes,PB,1,4398.7300000000005,37667.909999999996
trx_2640,2024-08-27 05:00:00,estab_29,Hipercard,crédito,1012.91,aprovada,cli_197,Masculino,26-35,<2k,Pastor,vestuário,Melo de Gomes,PB,8,3271.0499999999997,38680.82
trx_2641,2024-10-11 22:00:00,estab_12,Visa,débito,971.1,recusada,cli_325,Masculino,60+,<2k,da Rosa,eletrodomésticos,das Neves,MS,10,6143.2,43905.19
trx_2642,2024-04-17 19:00:00,estab_41,Mastercard,débito,926.93,recusada,cli_424,Masculino,26-35,5k-10k,Nascimento - ME,restaurante,Dias,SP,4,6523.71,33118.79
trx_2643,2024-11-24 04:00:00,estab_48,Elo,crédito,404.09,aprovada,cli_164,Masculino,46-60,5k-10k,Santos,mercado,Sousa,AP,11,2787.78,37301.39
trx_2644,2024-05-15 22:00:00,estab_13,Elo,crédito,404.3,aprovada,cli_6,Feminino,46-60,5k-10k,da Paz,mercado,Marques de Cirino,AP,5,5635.26,48764.64
trx_2645,2024-02-25 18:00:00,estab_46,Mastercard,crédito,1295.26,estornada,cli_460,Masculino,46-60,10k+,Caldeira,mercado,Pimenta dos Dourados,BA,2,6299.05,35830.12
trx_2646,2024-07-27 04:00:00,estab_7,Visa,crédito,24.15,estornada,cli_0,Feminino,26-35,5k-10k,Rocha - EI,farmácia,Costa,RN,7,5421.71,31534.7
trx_2647,2024-08-28 20:00:00,estab_23,Elo,crédito,276.38,aprovada,cli_87,Feminino,36-45,10k+,Souza,restaurante,da Cruz,AM,8,3565.19,33152.01
trx_2648,2024-04-27 19:00:00,estab_17,Elo,débito,917.21,aprovada,cli_417,Masculino,60+,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,4,4001.0,44845.57
trx_2649,2024-08-06 00:00:00,estab_34,Hipercard,crédito,1226.48,aprovada,cli_179,Masculino,60+,5k-10k,Cavalcante,farmácia,Azevedo,MS,8,6959.66,34922.94
trx_2650,2024-04-02 09:00:00,estab_24,Hipercard,crédito,540.73,aprovada,cli_9,Feminino,60+,10k+,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,4,6179.12,29941.43
trx_2651,2024-05-27 11:00:00,estab_16,Visa,crédito,981.9,recusada,cli_374,Feminino,18-25,2k-5k,Sales - EI,vestuário,Mendonça das Pedras,SE,5,6634.15,46283.83
trx_2652,2024-11-22 21:00:00,estab_31,Visa,crédito,837.95,aprovada,cli_443,Feminino,26-35,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,11,4624.78,53176.51
trx_2653,2024-07-01 15:00:00,estab_23,Hipercard,débito,101.49,aprovada,cli_133,Masculino,60+,10k+,Souza,restaurante,da Cruz,AM,7,1020.35,33253.5
trx_2654,2024-05-03 09:00:00,estab_6,Hipercard,débito,934.52,aprovada,cli_451,Feminino,36-45,2k-5k,Duarte,farmácia,Alves,AL,5,3292.7799999999997,38433.31
trx_2655,2024-05-14 10:00:00,estab_12,Hipercard,débito,1221.79,aprovada,cli_455,Masculino,26-35,<2k,da Rosa,eletrodomésticos,das Neves,MS,5,3904.89,45126.98
trx_2656,2024-10-11 21:00:00,estab_26,Mastercard,débito,1488.71,aprovada,cli_109,Feminino,36-45,<2k,Oliveira,farmácia,Vasconcelos do Campo,AP,10,5661.2,46624.2
trx_2657,2024-10-19 23:00:00,estab_47,Elo,débito,49.31,aprovada,cli_124,Feminino,36-45,<2k,Pinto,eletrodomésticos,Alves,TO,10,4359.639999999999,33585.11
trx_2658,2024-06-03 20:00:00,estab_4,Visa,débito,991.79,aprovada,cli_431,Feminino,18-25,5k-10k,das Neves,eletrodomésticos,Sampaio,RO,6,6115.55,32835.83
trx_2659,2024-05-22 06:00:00,estab_35,Visa,crédito,624.75,aprovada,cli_206,Masculino,36-45,5k-10k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,5,2970.48,36080.91
trx_2660,2024-03-01 08:00:00,estab_25,Mastercard,crédito,19.63,aprovada,cli_300,Masculino,26-35,5k-10k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,3,1409.78,35497.62
trx_2661,2024-01-24 18:00:00,estab_41,Hipercard,crédito,923.47,recusada,cli_139,Feminino,26-35,5k-10k,Nascimento - ME,restaurante,Dias,SP,1,2428.5299999999997,34042.26
trx_2662,2024-05-01 00:00:00,estab_44,Elo,débito,188.03,aprovada,cli_102,Masculino,60+,2k-5k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,5,2094.65,31985.57
trx_2663,2024-04-14 09:00:00,estab_30,Hipercard,débito,570.96,aprovada,cli_110,Masculino,18-25,2k-5k,Araújo - EI,farmácia,Dias de Gonçalves,MG,4,3220.82,47896.14
trx_2664,2024-02-08 05:00:00,estab_9,Visa,débito,395.74,aprovada,cli_69,Masculino,46-60,10k+,Machado,eletrodomésticos,da Costa,PA,2,1814.17,44046.22
trx_2665,2024-10-17 22:00:00,estab_45,Mastercard,crédito,544.94,aprovada,cli_372,Feminino,26-35,2k-5k,da Luz,restaurante,Vieira das Flores,PA,10,1724.48,39057.59
trx_2666,2024-11-05 11:00:00,estab_25,Elo,débito,741.58,aprovada,cli_404,Feminino,36-45,10k+,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,11,6322.83,36239.2
trx_2667,2024-09-21 00:00:00,estab_21,Elo,crédito,542.02,aprovada,cli_109,Feminino,36-45,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,9,6203.22,39820.41
trx_2668,2024-03-10 22:00:00,estab_11,Elo,débito,831.33,recusada,cli_223,Masculino,36-45,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,3,1722.01,30393.27
trx_2669,2024-01-26 15:00:00,estab_31,Elo,crédito,361.78,aprovada,cli_223,Masculino,36-45,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,1,2083.79,53538.29
trx_2670,2024-10-22 06:00:00,estab_26,Mastercard,débito,954.87,aprovada,cli_218,Feminino,46-60,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,10,2404.52,47579.07
trx_2671,2024-07-16 21:00:00,estab_32,Visa,crédito,1281.38,aprovada,cli_238,Feminino,46-60,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,7,3151.8,30712.54
trx_2672,2024-05-26 01:00:00,estab_19,Elo,crédito,339.98,aprovada,cli_118,Feminino,18-25,5k-10k,Novais Leão S.A.,vestuário,Porto da Serra,AM,5,4194.81,40547.94
trx_2673,2024-07-07 17:00:00,estab_38,Elo,débito,764.28,aprovada,cli_330,Feminino,60+,5k-10k,Oliveira,restaurante,Cunha,RJ,7,4123.56,46217.18
trx_2674,2024-02-17 07:00:00,estab_40,Visa,débito,974.79,aprovada,cli_213,Masculino,46-60,5k-10k,Vieira,vestuário,Moraes das Pedras,PE,2,8534.98,38348.77
trx_2675,2024-12-22 22:00:00,estab_39,Hipercard,crédito,849.12,aprovada,cli_35,Feminino,18-25,10k+,Nunes - EI,mercado,Garcia,RJ,12,5182.69,45127.36
trx_2676,2024-10-28 02:00:00,estab_12,Elo,débito,551.65,estornada,cli_342,Feminino,46-60,<2k,da Rosa,eletrodomésticos,das Neves,MS,10,5671.49,45678.63
trx_2677,2024-08-03 02:00:00,estab_13,Elo,débito,965.09,aprovada,cli_356,Feminino,60+,5k-10k,da Paz,mercado,Marques de Cirino,AP,8,5775.64,49729.73
trx_2678,2024-01-09 14:00:00,estab_43,Hipercard,crédito,47.23,aprovada,cli_278,Masculino,46-60,2k-5k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,1,5475.67,45979.69
trx_2679,2024-07-22 03:00:00,estab_39,Visa,crédito,558.01,aprovada,cli_438,Masculino,18-25,5k-10k,Nunes - EI,mercado,Garcia,RJ,7,7788.49,45685.37
trx_2680,2024-02-24 23:00:00,estab_21,Visa,crédito,801.26,aprovada,cli_255,Feminino,36-45,5k-10k,da Mata,eletrodomésticos,Carvalho de Souza,SE,2,2155.19,40621.67
trx_2681,2024-02-17 13:00:00,estab_17,Elo,débito,35.82,aprovada,cli_154,Feminino,36-45,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,2,3393.67,44881.39
trx_2682,2024-07-11 19:00:00,estab_47,Visa,crédito,763.94,aprovada,cli_481,Feminino,36-45,10k+,Pinto,eletrodomésticos,Alves,TO,7,6973.79,34349.05
trx_2683,2024-11-03 21:00:00,estab_28,Hipercard,débito,983.11,aprovada,cli_403,Feminino,36-45,5k-10k,Lopes da Luz e Filhos,vestuário,Pacheco,AL,11,1556.57,34291.34
trx_2684,2024-04-22 02:00:00,estab_42,Mastercard,débito,1140.02,aprovada,cli_270,Feminino,60+,5k-10k,Vieira,vestuário,Araújo do Sul,BA,4,5140.53,27578.3
trx_2685,2024-11-01 03:00:00,estab_15,Hipercard,crédito,174.49,aprovada,cli_41,Feminino,60+,10k+,Montenegro,mercado,Ribeiro dos Dourados,PA,11,4109.54,38986.35
trx_2686,2024-05-15 15:00:00,estab_45,Hipercard,débito,1485.89,aprovada,cli_387,Feminino,46-60,10k+,da Luz,restaurante,Vieira das Flores,PA,5,4722.56,40543.48
trx_2687,2024-12-11 01:00:00,estab_34,Mastercard,débito,911.22,aprovada,cli_28,Feminino,26-35,5k-10k,Cavalcante,farmácia,Azevedo,MS,12,4037.23,35834.16
trx_2688,2024-08-05 05:00:00,estab_33,Hipercard,crédito,547.97,recusada,cli_182,Masculino,26-35,2k-5k,Barros,restaurante,Rocha,GO,8,4945.89,37672.13
trx_2689,2024-06-20 04:00:00,estab_2,Elo,crédito,377.39,aprovada,cli_487,Feminino,26-35,5k-10k,Silva,farmácia,Brito,RO,6,2117.72,36440.74
trx_2690,2024-05-05 20:00:00,estab_3,Elo,débito,861.48,aprovada,cli_202,Feminino,26-35,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,5,3494.95,40504.6
trx_2691,2024-03-18 09:00:00,estab_4,Visa,crédito,1323.16,estornada,cli_48,Feminino,46-60,<2k,das Neves,eletrodomésticos,Sampaio,RO,3,3243.9900000000002,34158.99
trx_2692,2024-04-26 05:00:00,estab_9,Visa,crédito,783.25,recusada,cli_326,Masculino,60+,10k+,Machado,eletrodomésticos,da Costa,PA,4,5800.55,44829.47
trx_2693,2024-06-10 11:00:00,estab_28,Hipercard,débito,993.9,aprovada,cli_330,Feminino,60+,5k-10k,Lopes da Luz e Filhos,vestuário,Pacheco,AL,6,5117.46,35285.24
trx_2694,2024-11-12 21:00:00,estab_31,Elo,crédito,539.76,aprovada,cli_53,Feminino,60+,<2k,Ferreira Ltda.,vestuário,Fogaça,PA,11,7333.37,54078.05
trx_2695,2024-12-04 23:00:00,estab_30,Elo,crédito,585.29,aprovada,cli_489,Feminino,36-45,2k-5k,Araújo - EI,farmácia,Dias de Gonçalves,MG,12,3818.83,48481.43
trx_2696,2024-09-09 07:00:00,estab_1,Mastercard,débito,432.83,aprovada,cli_416,Feminino,26-35,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,9,4761.15,38938.94
trx_2697,2024-06-10 18:00:00,estab_11,Visa,débito,1059.93,recusada,cli_221,Masculino,26-35,10k+,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,6,3740.58,31453.2
trx_2698,2024-10-25 23:00:00,estab_26,Elo,débito,541.99,aprovada,cli_351,Masculino,36-45,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,10,6208.29,48121.06
trx_2699,2024-10-24 01:00:00,estab_4,Hipercard,crédito,290.12,aprovada,cli_359,Feminino,18-25,10k+,das Neves,eletrodomésticos,Sampaio,RO,10,5115.5,34449.11
trx_2700,2024-07-28 05:00:00,estab_36,Elo,crédito,557.25,aprovada,cli_36,Feminino,26-35,5k-10k,Fernandes,farmácia,Pires de Sampaio,BA,7,3473.83,38140.24
trx_2701,2024-07-16 07:00:00,estab_26,Visa,débito,1281.47,aprovada,cli_204,Feminino,60+,<2k,Oliveira,farmácia,Vasconcelos do Campo,AP,7,6749.04,49402.53
trx_2702,2024-04-09 11:00:00,estab_22,Hipercard,crédito,1108.69,aprovada,cli_390,Masculino,26-35,<2k,Macedo da Cunha - EI,vestuário,Moraes,RR,4,6424.29,48252.01
trx_2703,2024-10-01 06:00:00,estab_32,Visa,crédito,505.29,aprovada,cli_279,Feminino,46-60,5k-10k,Monteiro Novais - EI,vestuário,Rios,BA,10,4730.86,31217.829999999998
trx_2704,2024-09-01 10:00:00,estab_3,Elo,crédito,1360.68,aprovada,cli_54,Masculino,46-60,5k-10k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,9,4305.38,41865.28
trx_2705,2024-04-16 22:00:00,estab_20,Elo,crédito,116.87,aprovada,cli_394,Feminino,36-45,10k+,Lima da Cunha S/A,mercado,da Cruz,RS,4,7171.17,45428.0
trx_2706,2024-02-10 15:00:00,estab_23,Elo,débito,79.38,aprovada,cli_222,Feminino,36-45,5k-10k,Souza,restaurante,da Cruz,AM,2,2540.92,33332.88
trx_2707,2024-10-27 12:00:00,estab_43,Visa,débito,195.57,aprovada,cli_107,Masculino,36-45,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,4473.96,46175.26
trx_2708,2024-02-22 14:00:00,estab_30,Hipercard,crédito,179.1,aprovada,cli_205,Feminino,60+,<2k,Araújo - EI,farmácia,Dias de Gonçalves,MG,2,2955.6099999999997,48660.53
trx_2709,2024-07-29 07:00:00,estab_43,Elo,crédito,136.31,aprovada,cli_171,Masculino,18-25,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,7,2091.69,46311.57
trx_2710,2024-11-03 14:00:00,estab_47,Elo,crédito,993.71,aprovada,cli_89,Feminino,18-25,2k-5k,Pinto,eletrodomésticos,Alves,TO,11,5049.59,35342.76
trx_2711,2024-09-16 15:00:00,estab_23,Elo,débito,903.26,aprovada,cli_448,Masculino,36-45,10k+,Souza,restaurante,da Cruz,AM,9,9117.77,34236.14
trx_2712,2024-05-18 15:00:00,estab_48,Mastercard,débito,973.17,aprovada,cli_5,Masculino,36-45,10k+,Santos,mercado,Sousa,AP,5,3768.96,38274.56
trx_2713,2024-08-22 14:00:00,estab_9,Mastercard,débito,1034.11,recusada,cli_286,Feminino,18-25,10k+,Machado,eletrodomésticos,da Costa,PA,8,5114.0199999999995,45863.58
