id_transacao,id_cliente
trx_1361,cli_214
trx_1362,cli_475
trx_1363,cli_173
trx_1364,cli_345
trx_1365,cli_442
trx_1366,cli_326
trx_1367,cli_104
trx_1368,cli_56
trx_1369,cli_275
trx_1370,cli_168
trx_1371,cli_238
trx_1372,cli_74
trx_1373,cli_454
trx_1374,cli_293
trx_1375,cli_282
trx_1376,cli_392
trx_1377,cli_195
trx_1378,cli_496
trx_1379,cli_421
trx_1380,cli_476
trx_1381,cli_368
trx_1382,cli_217
trx_1383,cli_152
trx_1384,cli_269
trx_1385,cli_36
trx_1386,cli_177
trx_1387,cli_347
trx_1388,cli_199
trx_1389,cli_169
trx_1390,cli_458
trx_1391,cli_309
trx_1392,cli_124
trx_1393,cli_162
trx_1394,cli_378
trx_1395,cli_286
trx_1396,cli_353
trx_1397,cli_249
trx_1398,cli_378
trx_1399,cli_429
trx_1400,cli_227
trx_1401,cli_144
trx_1402,cli_112
trx_1403,cli_340
trx_1404,cli_345
trx_1405,cli_488
trx_1406,cli_91
trx_1407,cli_180
trx_1408,cli_127
trx_1409,cli_277
trx_1410,cli_441
trx_1411,cli_168
trx_1412,cli_258
trx_1413,cli_347
trx_1414,cli_62
trx_1415,cli_483
trx_1416,cli_321
trx_1417,cli_301
trx_1418,cli_211
trx_1419,cli_487
trx_1420,cli_241
trx_1421,cli_483
trx_1422,cli_135
trx_1423,cli_38
trx_1424,cli_408
trx_1425,cli_462
trx_1426,cli_349
trx_1427,cli_302
trx_1428,cli_417
trx_1429,cli_67
trx_1430,cli_56
trx_1431,cli_469
trx_1432,cli_152
trx_1433,cli_200
trx_1434,cli_86
trx_1435,cli_317
trx_1436,cli_38
trx_1437,cli_247
trx_1438,cli_113
trx_1439,cli_377
trx_1440,cli_203
trx_1441,cli_205
trx_1442,cli_134
trx_1443,cli_350
trx_1444,cli_261
trx_1445,cli_470
trx_1446,cli_437
trx_1447,cli_122
trx_1448,cli_82
trx_1449,cli_212
trx_1450,cli_274
trx_1451,cli_174
trx_1452,cli_274
trx_1453,cli_235
trx_1454,cli_33
trx_1455,cli_170
trx_1456,cli_140
trx_1457,cli_419
trx_1458,cli_24
trx_1459,cli_96
trx_1460,cli_311
trx_1461,cli_20
trx_1462,cli_289
trx_1463,cli_109
trx_1464,cli_280
trx_1465,cli_81
trx_1466,cli_106
trx_1467,cli_266
trx_1468,cli_274
trx_1469,cli_176
trx_1470,cli_432
trx_1471,cli_417
trx_1472,cli_385
trx_1473,cli_285
trx_1474,cli_108
trx_1475,cli_37
trx_1476,cli_270
trx_1477,cli_330
trx_1478,cli_215
trx_1479,cli_315
trx_1480,cli_131
trx_1481,cli_338
trx_1482,cli_220
trx_1483,cli_269
trx_1484,cli_369
trx_1485,cli_336
trx_1486,cli_263
trx_1487,cli_76
trx_1488,cli_214
trx_1489,cli_92
trx_1490,cli_366
trx_1491,cli_138
trx_1492,cli_79
trx_1493,cli_49
trx_1494,cli_235
trx_1495,cli_342
trx_1496,cli_331
trx_1497,cli_293
trx_1498,cli_151
trx_1499,cli_94
trx_1500,cli_165
trx_1501,cli_483
trx_1502,cli_380
trx_1503,cli_445
trx_1504,cli_439
trx_1505,cli_320
trx_1506,cli_89
trx_1507,cli_16
trx_1508,cli_355
trx_1509,cli_400
trx_1510,cli_228
trx_1511,cli_282
trx_1512,cli_344
trx_1513,cli_221
trx_1514,cli_232
trx_1515,cli_280
trx_1516,cli_357
trx_1517,cli_351
trx_1518,cli_203
trx_1519,cli_432
trx_1520,cli_313
trx_1521,cli_468
trx_1522,cli_489
trx_1523,cli_481
trx_1524,cli_379
trx_1525,cli_256
trx_1526,cli_396
trx_1527,cli_436
trx_1528,cli_276
trx_1529,cli_256
trx_1530,cli_460
trx_1531,cli_158
trx_1532,cli_316
trx_1533,cli_470
trx_1534,cli_258
trx_1535,cli_202
trx_1536,cli_412
trx_1537,cli_175
trx_1538,cli_81
trx_1539,cli_445
trx_1540,cli_24
trx_1541,cli_417
trx_1542,cli_17
trx_1543,cli_496
trx_1544,cli_448
trx_1545,cli_283
trx_1546,cli_259
trx_1547,cli_374
trx_1548,cli_115
trx_1549,cli_148
trx_1550,cli_325
trx_1551,cli_20
trx_1552,cli_484
trx_1553,cli_93
trx_1554,cli_147
trx_1555,cli_125
trx_1556,cli_424
trx_1557,cli_223
trx_1558,cli_436
trx_1559,cli_120
trx_1560,cli_127
trx_1561,cli_445
trx_1562,cli_286
trx_1563,cli_355
trx_1564,cli_152
trx_1565,cli_324
trx_1566,cli_199
trx_1567,cli_272
trx_1568,cli_462
trx_1569,cli_147
trx_1570,cli_300
trx_1571,cli_366
trx_1572,cli_220
trx_1573,cli_227
trx_1574,cli_305
trx_1575,cli_178
trx_1576,cli_375
trx_1577,cli_475
trx_1578,cli_455
trx_1579,cli_461
trx_1580,cli_416
trx_1581,cli_97
trx_1582,cli_115
trx_1583,cli_122
trx_1584,cli_284
trx_1585,cli_405
trx_1586,cli_194
trx_1587,cli_239
trx_1588,cli_214
trx_1589,cli_2
trx_1590,cli_247
trx_1591,cli_261
trx_1592,cli_167
trx_1593,cli_470
trx_1594,cli_331
trx_1595,cli_452
trx_1596,cli_260
trx_1597,cli_2
trx_1598,cli_259
trx_1599,cli_446
trx_1600,cli_215
trx_1601,cli_260
trx_1602,cli_444
trx_1603,cli_478
trx_1604,cli_56
trx_1605,cli_354
trx_1606,cli_169
trx_1607,cli_82
trx_1608,cli_439
trx_1609,cli_199
trx_1610,cli_155
trx_1611,cli_310
trx_1612,cli_421
trx_1613,cli_278
trx_1614,cli_134
trx_1615,cli_293
trx_1616,cli_204
trx_1617,cli_364
trx_1618,cli_184
trx_1619,cli_84
trx_1620,cli_292
trx_1621,cli_389
trx_1622,cli_137
trx_1623,cli_410
trx_1624,cli_371
trx_1625,cli_217
trx_1626,cli_105
trx_1627,cli_56
trx_1628,cli_91
trx_1629,cli_271
trx_1630,cli_369
trx_1631,cli_58
trx_1632,cli_411
trx_1633,cli_258
trx_1634,cli_440
trx_1635,cli_192
trx_1636,cli_116
trx_1637,cli_194
trx_1638,cli_157
trx_1639,cli_274
trx_1640,cli_352
trx_1641,cli_391
trx_1642,cli_445
trx_1643,cli_274
trx_1644,cli_35
trx_1645,cli_111
trx_1646,cli_228
trx_1647,cli_196
trx_1648,cli_315
trx_1649,cli_289
trx_1650,cli_182
trx_1651,cli_485
trx_1652,cli_253
trx_1653,cli_410
trx_1654,cli_422
trx_1655,cli_238
trx_1656,cli_297
trx_1657,cli_41
trx_1658,cli_498
trx_1659,cli_87
trx_1660,cli_175
trx_1661,cli_414
trx_1662,cli_277
trx_1663,cli_342
trx_1664,cli_296
trx_1665,cli_279
trx_1666,cli_423
trx_1667,cli_415
trx_1668,cli_306
trx_1669,cli_32
trx_1670,cli_27
trx_1671,cli_208
trx_1672,cli_89
trx_1673,cli_81
trx_1674,cli_247
trx_1675,cli_377
trx_1676,cli_334
trx_1677,cli_357
trx_1678,cli_190
trx_1679,cli_277
trx_1680,cli_496
trx_1681,cli_17
trx_1682,cli_212
trx_1683,cli_210
trx_1684,cli_1
trx_1685,cli_93
trx_1686,cli_344
trx_1687,cli_409
trx_1688,cli_294
trx_1689,cli_16
trx_1690,cli_238
trx_1691,cli_15
trx_1692,cli_154
trx_1693,cli_176
trx_1694,cli_130
trx_1695,cli_297
trx_1696,cli_62
trx_1697,cli_485
trx_1698,cli_284
trx_1699,cli_129
trx_1700,cli_362
trx_1701,cli_103
trx_1702,cli_269
trx_1703,cli_267
trx_1704,cli_499
trx_1705,cli_279
trx_1706,cli_27
trx_1707,cli_486
trx_1708,cli_401
trx_1709,cli_216
trx_1710,cli_356
trx_1711,cli_133
trx_1712,cli_492
trx_1713,cli_285
trx_1714,cli_478
trx_1715,cli_33
trx_1716,cli_210
trx_1717,cli_185
trx_1718,cli_411
trx_1719,cli_455
trx_1720,cli_330
trx_1721,cli_180
trx_1722,cli_271
trx_1723,cli_409
trx_1724,cli_448
trx_1725,cli_184
trx_1726,cli_414
trx_1727,cli_26
trx_1728,cli_111
trx_1729,cli_491
trx_1730,cli_304
trx_1731,cli_136
trx_1732,cli_25
trx_1733,cli_261
trx_1734,cli_134
trx_1735,cli_268
trx_1736,cli_176
trx_1737,cli_9
trx_1738,cli_298
trx_1739,cli_109
trx_1740,cli_432
trx_1741,cli_478
trx_1742,cli_111
trx_1743,cli_100
trx_1744,cli_273
trx_1745,cli_266
trx_1746,cli_265
trx_1747,cli_155
trx_1748,cli_212
trx_1749,cli_308
trx_1750,cli_53
trx_1751,cli_152
trx_1752,cli_261
trx_1753,cli_361
trx_1754,cli_394
trx_1755,cli_288
trx_1756,cli_324
trx_1757,cli_225
trx_1758,cli_95
trx_1759,cli_490
trx_1760,cli_173
trx_1761,cli_343
trx_1762,cli_204
trx_1763,cli_54
trx_1764,cli_234
trx_1765,cli_197
trx_1766,cli_225
trx_1767,cli_306
trx_1768,cli_280
trx_1769,cli_104
trx_1770,cli_278
trx_1771,cli_177
trx_1772,cli_301
trx_1773,cli_204
trx_1774,cli_219
trx_1775,cli_491
trx_1776,cli_427
trx_1777,cli_140
trx_1778,cli_454
trx_1779,cli_431
trx_1780,cli_144
trx_1781,cli_456
trx_1782,cli_13
trx_1783,cli_157
trx_1784,cli_104
trx_1785,cli_229
trx_1786,cli_377
trx_1787,cli_413
trx_1788,cli_288
trx_1789,cli_119
trx_1790,cli_181
trx_1791,cli_184
trx_1792,cli_216
trx_1793,cli_30
trx_1794,cli_278
trx_1795,cli_435
trx_1796,cli_474
trx_1797,cli_224
trx_1798,cli_370
trx_1799,cli_309
trx_1800,cli_174
trx_1801,cli_176
trx_1802,cli_83
trx_1803,cli_55
trx_1804,cli_91
trx_1805,cli_7
trx_1806,cli_149
trx_1807,cli_61
trx_1808,cli_53
trx_1809,cli_162
trx_1810,cli_118
trx_1811,cli_478
trx_1812,cli_107
trx_1813,cli_343
trx_1814,cli_270
trx_1815,cli_113
trx_1816,cli_236
trx_1817,cli_478
trx_1818,cli_260
trx_1819,cli_469
trx_1820,cli_16
trx_1821,cli_91
trx_1822,cli_116
trx_1823,cli_386
trx_1824,cli_402
trx_1825,cli_357
trx_1826,cli_218
trx_1827,cli_464
trx_1828,cli_479
trx_1829,cli_420
trx_1830,cli_148
trx_1831,cli_356
trx_1832,cli_50
trx_1833,cli_53
trx_1834,cli_138
trx_1835,cli_448
trx_1836,cli_157
trx_1837,cli_345
trx_1838,cli_236
trx_1839,cli_112
trx_1840,cli_426
trx_1841,cli_497
trx_1842,cli_291
trx_1843,cli_345
trx_1844,cli_440
trx_1845,cli_233
trx_1846,cli_119
trx_1847,cli_90
trx_1848,cli_409
trx_1849,cli_490
trx_1850,cli_209
trx_1851,cli_480
trx_1852,cli_227
trx_1853,cli_484
trx_1854,cli_97
trx_1855,cli_315
trx_1856,cli_89
trx_1857,cli_277
trx_1858,cli_23
trx_1859,cli_395
trx_1860,cli_74
trx_1861,cli_315
trx_1862,cli_148
trx_1863,cli_335
trx_1864,cli_163
trx_1865,cli_6
trx_1866,cli_444
trx_1867,cli_52
trx_1868,cli_155
trx_1869,cli_279
trx_1870,cli_308
trx_1871,cli_268
trx_1872,cli_333
trx_1873,cli_490
trx_1874,cli_94
trx_1875,cli_327
trx_1876,cli_0
trx_1877,cli_359
trx_1878,cli_114
trx_1879,cli_336
trx_1880,cli_40
trx_1881,cli_186
trx_1882,cli_268
trx_1883,cli_437
trx_1884,cli_430
trx_1885,cli_26
trx_1886,cli_460
trx_1887,cli_122
trx_1888,cli_39
trx_1889,cli_218
trx_1890,cli_415
trx_1891,cli_253
trx_1892,cli_185
trx_1893,cli_75
trx_1894,cli_426
trx_1895,cli_51
trx_1896,cli_204
trx_1897,cli_335
trx_1898,cli_289
trx_1899,cli_389
trx_1900,cli_303
trx_1901,cli_401
trx_1902,cli_336
trx_1903,cli_494
trx_1904,cli_166
trx_1905,cli_461
trx_1906,cli_262
trx_1907,cli_261
trx_1908,cli_459
trx_1909,cli_225
trx_1910,cli_308
trx_1911,cli_0
trx_1912,cli_497
trx_1913,cli_28
trx_1914,cli_91
trx_1915,cli_452
trx_1916,cli_468
trx_1917,cli_102
trx_1918,cli_494
trx_1919,cli_122
trx_1920,cli_101
trx_1921,cli_353
trx_1922,cli_212
trx_1923,cli_471
trx_1924,cli_176
trx_1925,cli_314
trx_1926,cli_396
trx_1927,cli_44
trx_1928,cli_429
trx_1929,cli_377
trx_1930,cli_278
trx_1931,cli_287
trx_1932,cli_327
trx_1933,cli_366
trx_1934,cli_330
trx_1935,cli_396
trx_1936,cli_308
trx_1937,cli_275
trx_1938,cli_384
trx_1939,cli_312
trx_1940,cli_65
trx_1941,cli_394
trx_1942,cli_45
trx_1943,cli_29
trx_1944,cli_196
trx_1945,cli_262
trx_1946,cli_407
trx_1947,cli_94
trx_1948,cli_431
trx_1949,cli_477
trx_1950,cli_42
trx_1951,cli_249
trx_1952,cli_334
trx_1953,cli_35
trx_1954,cli_457
trx_1955,cli_128
trx_1956,cli_6
trx_1957,cli_43
trx_1958,cli_60
trx_1959,cli_25
trx_1960,cli_362
trx_1961,cli_362
trx_1962,cli_120
trx_1963,cli_496
trx_1964,cli_157
trx_1965,cli_256
trx_1966,cli_62
trx_1967,cli_270
trx_1968,cli_446
trx_1969,cli_310
trx_1970,cli_312
trx_1971,cli_116
trx_1972,cli_275
trx_1973,cli_405
trx_1974,cli_344
trx_1975,cli_177
trx_1976,cli_116
trx_1977,cli_163
trx_1978,cli_242
trx_1979,cli_164
trx_1980,cli_173
trx_1981,cli_118
trx_1982,cli_236
trx_1983,cli_154
trx_1984,cli_146
trx_1985,cli_82
trx_1986,cli_271
trx_1987,cli_309
trx_1988,cli_212
trx_1989,cli_498
trx_1990,cli_224
trx_1991,cli_233
trx_1992,cli_350
trx_1993,cli_161
trx_1994,cli_78
trx_1995,cli_178
trx_1996,cli_291
trx_1997,cli_126
trx_1998,cli_180
trx_1999,cli_89
trx_2000,cli_93
trx_2001,cli_445
trx_2002,cli_414
trx_2003,cli_88
trx_2004,cli_387
trx_2005,cli_267
trx_2006,cli_248
trx_2007,cli_180
trx_2008,cli_60
trx_2009,cli_146
trx_2010,cli_118
trx_2011,cli_183
trx_2012,cli_264
trx_2013,cli_280
trx_2014,cli_53
trx_2015,cli_111
trx_2016,cli_174
trx_2017,cli_296
trx_2018,cli_178
trx_2019,cli_49
trx_2020,cli_116
trx_2021,cli_390
trx_2022,cli_26
trx_2023,cli_431
trx_2024,cli_366
trx_2025,cli_310
trx_2026,cli_190
trx_2027,cli_362
trx_2028,cli_389
trx_2029,cli_162
trx_2030,cli_415
trx_2031,cli_461
trx_2032,cli_5
trx_2033,cli_190
trx_2034,cli_496
trx_2035,cli_498
trx_2036,cli_17
trx_2037,cli_158
trx_2038,cli_307
trx_2039,cli_143
trx_2040,cli_439
trx_2041,cli_194
trx_2042,cli_478
trx_2043,cli_229
trx_2044,cli_189
trx_2045,cli_336
trx_2046,cli_179
trx_2047,cli_132
trx_2048,cli_436
trx_2049,cli_207
trx_2050,cli_144
trx_2051,cli_158
trx_2052,cli_271
trx_2053,cli_440
trx_2054,cli_20
trx_2055,cli_168
trx_2056,cli_294
trx_2057,cli_292
trx_2058,cli_424
trx_2059,cli_308
trx_2060,cli_329
trx_2061,cli_287
trx_2062,cli_280
trx_2063,cli_436
trx_2064,cli_63
trx_2065,cli_416
trx_2066,cli_358
trx_2067,cli_228
trx_2068,cli_101
trx_2069,cli_293
trx_2070,cli_246
trx_2071,cli_91
trx_2072,cli_334
trx_2073,cli_135
trx_2074,cli_0
trx_2075,cli_457
trx_2076,cli_314
trx_2077,cli_290
trx_2078,cli_245
trx_2079,cli_239
trx_2080,cli_480
trx_2081,cli_271
trx_2082,cli_141
trx_2083,cli_4
trx_2084,cli_335
trx_2085,cli_276
trx_2086,cli_313
trx_2087,cli_56
trx_2088,cli_138
trx_2089,cli_497
trx_2090,cli_326
trx_2091,cli_120
trx_2092,cli_391
trx_2093,cli_464
trx_2094,cli_477
trx_2095,cli_397
trx_2096,cli_176
trx_2097,cli_363
trx_2098,cli_497
trx_2099,cli_160
trx_2100,cli_151
trx_2101,cli_454
trx_2102,cli_37
trx_2103,cli_334
trx_2104,cli_49
trx_2105,cli_234
trx_2106,cli_88
trx_2107,cli_63
trx_2108,cli_380
trx_2109,cli_208
trx_2110,cli_224
trx_2111,cli_385
trx_2112,cli_166
trx_2113,cli_201
trx_2114,cli_141
trx_2115,cli_395
trx_2116,cli_336
trx_2117,cli_77
trx_2118,cli_434
trx_2119,cli_9
trx_2120,cli_247
trx_2121,cli_43
trx_2122,cli_486
trx_2123,cli_295
trx_2124,cli_476
trx_2125,cli_108
trx_2126,cli_187
trx_2127,cli_69
trx_2128,cli_231
trx_2129,cli_30
trx_2130,cli_292
trx_2131,cli_456
trx_2132,cli_185
trx_2133,cli_170
trx_2134,cli_108
trx_2135,cli_96
trx_2136,cli_326
trx_2137,cli_37
trx_2138,cli_263
trx_2139,cli_289
trx_2140,cli_144
trx_2141,cli_16
trx_2142,cli_93
trx_2143,cli_337
trx_2144,cli_52
trx_2145,cli_486
trx_2146,cli_398
trx_2147,cli_319
trx_2148,cli_108
trx_2149,cli_56
trx_2150,cli_147
trx_2151,cli_60
trx_2152,cli_24
trx_2153,cli_77
trx_2154,cli_26
trx_2155,cli_430
trx_2156,cli_98
trx_2157,cli_27
trx_2158,cli_133
trx_2159,cli_296
trx_2160,cli_314
trx_2161,cli_222
trx_2162,cli_333
trx_2163,cli_188
trx_2164,cli_463
trx_2165,cli_304
trx_2166,cli_363
trx_2167,cli_355
trx_2168,cli_260
trx_2169,cli_479
trx_2170,cli_266
trx_2171,cli_341
trx_2172,cli_234
trx_2173,cli_39
trx_2174,cli_475
trx_2175,cli_113
trx_2176,cli_325
trx_2177,cli_166
trx_2178,cli_325
trx_2179,cli_109
trx_2180,cli_19
trx_2181,cli_229
trx_2182,cli_387
trx_2183,cli_472
trx_2184,cli_268
trx_2185,cli_304
trx_2186,cli_75
trx_2187,cli_264
trx_2188,cli_314
trx_2189,cli_115
trx_2190,cli_2
trx_2191,cli_479
trx_2192,cli_10
trx_2193,cli_260
trx_2194,cli_418
trx_2195,cli_368
trx_2196,cli_151
trx_2197,cli_488
trx_2198,cli_197
trx_2199,cli_81
trx_2200,cli_124
trx_2201,cli_229
trx_2202,cli_133
trx_2203,cli_85
trx_2204,cli_297
trx_2205,cli_42
trx_2206,cli_397
trx_2207,cli_203
trx_2208,cli_280
trx_2209,cli_467
trx_2210,cli_17
trx_2211,cli_407
trx_2212,cli_190
trx_2213,cli_462
trx_2214,cli_222
trx_2215,cli_361
trx_2216,cli_256
trx_2217,cli_14
trx_2218,cli_181
trx_2219,cli_33
trx_2220,cli_179
trx_2221,cli_1
trx_2222,cli_419
trx_2223,cli_150
trx_2224,cli_407
trx_2225,cli_109
trx_2226,cli_415
trx_2227,cli_306
trx_2228,cli_301
trx_2229,cli_396
trx_2230,cli_352
trx_2231,cli_105
trx_2232,cli_254
trx_2233,cli_13
trx_2234,cli_272
trx_2235,cli_377
trx_2236,cli_143
trx_2237,cli_415
trx_2238,cli_206
trx_2239,cli_106
trx_2240,cli_246
trx_2241,cli_222
trx_2242,cli_267
trx_2243,cli_224
trx_2244,cli_386
trx_2245,cli_74
trx_2246,cli_436
trx_2247,cli_42
trx_2248,cli_132
trx_2249,cli_430
trx_2250,cli_282
trx_2251,cli_382
trx_2252,cli_435
trx_2253,cli_55
trx_2254,cli_207
trx_2255,cli_226
trx_2256,cli_103
trx_2257,cli_463
trx_2258,cli_335
trx_2259,cli_469
trx_2260,cli_67
trx_2261,cli_249
trx_2262,cli_479
trx_2263,cli_90
trx_2264,cli_270
trx_2265,cli_402
trx_2266,cli_25
trx_2267,cli_206
trx_2268,cli_428
trx_2269,cli_251
trx_2270,cli_9
trx_2271,cli_97
trx_2272,cli_101
trx_2273,cli_496
trx_2274,cli_409
trx_2275,cli_135
trx_2276,cli_335
trx_2277,cli_220
trx_2278,cli_31
trx_2279,cli_276
trx_2280,cli_95
trx_2281,cli_300
trx_2282,cli_438
trx_2283,cli_267
trx_2284,cli_175
trx_2285,cli_102
trx_2286,cli_186
trx_2287,cli_329
trx_2288,cli_325
trx_2289,cli_36
trx_2290,cli_209
trx_2291,cli_367
trx_2292,cli_414
trx_2293,cli_482
trx_2294,cli_254
trx_2295,cli_130
trx_2296,cli_324
trx_2297,cli_97
trx_2298,cli_442
trx_2299,cli_32
trx_2300,cli_35
trx_2301,cli_457
trx_2302,cli_236
trx_2303,cli_2
trx_2304,cli_458
trx_2305,cli_130
trx_2306,cli_219
trx_2307,cli_361
trx_2308,cli_442
trx_2309,cli_181
trx_2310,cli_27
trx_2311,cli_392
trx_2312,cli_25
trx_2313,cli_156
trx_2314,cli_9
trx_2315,cli_410
trx_2316,cli_446
trx_2317,cli_108
trx_2318,cli_317
trx_2319,cli_95
trx_2320,cli_145
trx_2321,cli_180
trx_2322,cli_209
trx_2323,cli_341
trx_2324,cli_144
trx_2325,cli_48
trx_2326,cli_472
trx_2327,cli_153
trx_2328,cli_260
trx_2329,cli_328
trx_2330,cli_43
trx_2331,cli_235
trx_2332,cli_407
trx_2333,cli_440
trx_2334,cli_120
trx_2335,cli_247
trx_2336,cli_498
trx_2337,cli_6
trx_2338,cli_19
trx_2339,cli_183
trx_2340,cli_363
trx_2341,cli_488
trx_2342,cli_199
trx_2343,cli_253
trx_2344,cli_402
trx_2345,cli_244
trx_2346,cli_482
trx_2347,cli_63
trx_2348,cli_298
trx_2349,cli_299
trx_2350,cli_152
trx_2351,cli_16
trx_2352,cli_38
trx_2353,cli_152
trx_2354,cli_354
trx_2355,cli_294
trx_2356,cli_38
trx_2357,cli_186
trx_2358,cli_237
trx_2359,cli_449
trx_2360,cli_271
trx_2361,cli_308
trx_2362,cli_361
trx_2363,cli_461
trx_2364,cli_156
trx_2365,cli_230
trx_2366,cli_193
trx_2367,cli_249
trx_2368,cli_265
trx_2369,cli_1
trx_2370,cli_474
trx_2371,cli_140
trx_2372,cli_181
trx_2373,cli_1
trx_2374,cli_169
trx_2375,cli_269
trx_2376,cli_464
trx_2377,cli_306
trx_2378,cli_363
trx_2379,cli_48
trx_2380,cli_421
trx_2381,cli_483
trx_2382,cli_417
trx_2383,cli_284
trx_2384,cli_366
trx_2385,cli_379
trx_2386,cli_319
trx_2387,cli_278
trx_2388,cli_278
trx_2389,cli_271
trx_2390,cli_43
trx_2391,cli_59
trx_2392,cli_198
trx_2393,cli_108
trx_2394,cli_64
trx_2395,cli_402
trx_2396,cli_172
trx_2397,cli_352
trx_2398,cli_97
trx_2399,cli_128
trx_2400,cli_267
trx_2401,cli_408
trx_2402,cli_86
trx_2403,cli_88
trx_2404,cli_478
trx_2405,cli_343
trx_2406,cli_393
trx_2407,cli_449
trx_2408,cli_416
trx_2409,cli_228
trx_2410,cli_470
trx_2411,cli_129
trx_2412,cli_131
trx_2413,cli_406
trx_2414,cli_252
trx_2415,cli_109
trx_2416,cli_296
trx_2417,cli_293
trx_2418,cli_214
trx_2419,cli_311
trx_2420,cli_203
trx_2421,cli_427
trx_2422,cli_447
trx_2423,cli_23
trx_2424,cli_92
trx_2425,cli_168
trx_2426,cli_27
trx_2427,cli_317
trx_2428,cli_398
trx_2429,cli_189
trx_2430,cli_265
trx_2431,cli_383
trx_2432,cli_481
trx_2433,cli_284
trx_2434,cli_414
trx_2435,cli_62
trx_2436,cli_86
trx_2437,cli_401
trx_2438,cli_6
trx_2439,cli_154
trx_2440,cli_392
trx_2441,cli_19
trx_2442,cli_251
trx_2443,cli_372
trx_2444,cli_468
trx_2445,cli_347
trx_2446,cli_49
trx_2447,cli_188
trx_2448,cli_66
trx_2449,cli_364
trx_2450,cli_201
trx_2451,cli_400
trx_2452,cli_98
trx_2453,cli_148
trx_2454,cli_456
trx_2455,cli_464
trx_2456,cli_159
trx_2457,cli_303
trx_2458,cli_165
trx_2459,cli_27
trx_2460,cli_465
trx_2461,cli_187
trx_2462,cli_325
trx_2463,cli_313
trx_2464,cli_197
trx_2465,cli_208
trx_2466,cli_436
trx_2467,cli_265
trx_2468,cli_257
trx_2469,cli_480
trx_2470,cli_490
trx_2471,cli_408
trx_2472,cli_421
trx_2473,cli_256
trx_2474,cli_335
trx_2475,cli_345
trx_2476,cli_232
trx_2477,cli_203
trx_2478,cli_72
trx_2479,cli_12
trx_2480,cli_70
trx_2481,cli_0
trx_2482,cli_158
trx_2483,cli_482
trx_2484,cli_215
trx_2485,cli_194
trx_2486,cli_311
trx_2487,cli_402
trx_2488,cli_3
trx_2489,cli_252
trx_2490,cli_283
trx_2491,cli_299
trx_2492,cli_29
trx_2493,cli_291
trx_2494,cli_436
trx_2495,cli_105
trx_2496,cli_121
trx_2497,cli_442
trx_2498,cli_195
trx_2499,cli_470
trx_2500,cli_202
trx_2501,cli_259
trx_2502,cli_266
trx_2503,cli_240
trx_2504,cli_52
trx_2505,cli_123
trx_2506,cli_87
trx_2507,cli_309
trx_2508,cli_243
trx_2509,cli_339
trx_2510,cli_44
trx_2511,cli_400
trx_2512,cli_63
trx_2513,cli_185
trx_2514,cli_12
trx_2515,cli_208
trx_2516,cli_434
trx_2517,cli_51
trx_2518,cli_398
trx_2519,cli_387
trx_2520,cli_337
trx_2521,cli_106
trx_2522,cli_8
trx_2523,cli_111
trx_2524,cli_119
trx_2525,cli_66
trx_2526,cli_474
trx_2527,cli_81
trx_2528,cli_464
trx_2529,cli_201
trx_2530,cli_184
trx_2531,cli_356
trx_2532,cli_375
trx_2533,cli_156
trx_2534,cli_430
trx_2535,cli_115
trx_2536,cli_113
trx_2537,cli_132
trx_2538,cli_247
trx_2539,cli_110
trx_2540,cli_453
trx_2541,cli_447
trx_2542,cli_231
trx_2543,cli_58
trx_2544,cli_290
trx_2545,cli_260
trx_2546,cli_49
trx_2547,cli_315
trx_2548,cli_270
trx_2549,cli_474
trx_2550,cli_363
trx_2551,cli_370
trx_2552,cli_102
trx_2553,cli_480
trx_2554,cli_151
trx_2555,cli_20
trx_2556,cli_257
trx_2557,cli_210
trx_2558,cli_428
trx_2559,cli_499
trx_2560,cli_81
trx_2561,cli_9
trx_2562,cli_428
trx_2563,cli_164
trx_2564,cli_150
trx_2565,cli_172
trx_2566,cli_424
trx_2567,cli_64
trx_2568,cli_249
trx_2569,cli_316
trx_2570,cli_117
trx_2571,cli_133
trx_2572,cli_448
trx_2573,cli_17
trx_2574,cli_346
trx_2575,cli_367
trx_2576,cli_254
trx_2577,cli_167
trx_2578,cli_421
trx_2579,cli_428
trx_2580,cli_16
trx_2581,cli_473
trx_2582,cli_396
trx_2583,cli_9
trx_2584,cli_229
trx_2585,cli_473
trx_2586,cli_30
trx_2587,cli_214
trx_2588,cli_305
trx_2589,cli_378
trx_2590,cli_339
trx_2591,cli_150
trx_2592,cli_44
trx_2593,cli_474
trx_2594,cli_206
trx_2595,cli_421
trx_2596,cli_138
trx_2597,cli_391
trx_2598,cli_333
trx_2599,cli_383
trx_2600,cli_268
trx_2601,cli_213
trx_2602,cli_161
trx_2603,cli_448
trx_2604,cli_356
trx_2605,cli_479
trx_2606,cli_202
trx_2607,cli_9
trx_2608,cli_349
trx_2609,cli_75
trx_2610,cli_233
trx_2611,cli_232
trx_2612,cli_225
trx_2613,cli_374
trx_2614,cli_216
trx_2615,cli_291
trx_2616,cli_3
trx_2617,cli_377
trx_2618,cli_148
trx_2619,cli_380
trx_2620,cli_188
trx_2621,cli_93
trx_2622,cli_37
trx_2623,cli_75
trx_2624,cli_294
trx_2625,cli_88
trx_2626,cli_309
trx_2627,cli_317
trx_2628,cli_274
trx_2629,cli_1
trx_2630,cli_149
trx_2631,cli_93
